Read Processing	Filter Out Low-Complexity Reads with PRINSEQ	kb_PRINSEQ	execReadLibraryPRINSEQ	https://kbase.us/services/narrative_method_store/img?method_id=kb_PRINSEQ/execReadLibraryPRINSEQ&image_name=prinseq-pink_360.png&tag=release	https://github.com/kbaseapps/kb_PRINSEQ	KBaseFile.PairedEndLibrary,KBaseAssembly.PairedEndLibrary,KBaseAssembly.SingleEndLibrary,KBaseFile.SingleEndLibrary	KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary		261	80.8	41m 42s
Read Processing	Add Insert Length to Reads Libraries	kb_ReadsUtilities	KButil_AddInsertLen_to_ReadsLibs	https://kbase.us/services/narrative_method_store/img?method_id=kb_ReadsUtilities/KButil_AddInsertLen_to_ReadsLibs&image_name=kb-pink.png&tag=release	https://github.com/kbaseapps/kb_ReadsUtilities	KBaseFile.PairedEndLibrary,KBaseSets.ReadsSet		1	14	28.6	13.5s
Read Processing	Merge Multiple ReadsLibs to One ReadsLib	kb_ReadsUtilities	KButil_Merge_MultipleReadsLibs_to_OneLibrary	https://kbase.us/services/narrative_method_store/img?method_id=kb_ReadsUtilities/KButil_Merge_MultipleReadsLibs_to_OneLibrary&image_name=kb-pink.png&tag=release	https://github.com/kbaseapps/kb_ReadsUtilities	KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary,KBaseSets.ReadsSet	KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary	3	486	87.4	1h 29m
Read Processing	Merge ReadsSet to One Library	kb_ReadsUtilities	KButil_Merge_ReadsSet_to_OneLibrary	https://kbase.us/services/narrative_method_store/img?method_id=kb_ReadsUtilities/KButil_Merge_ReadsSet_to_OneLibrary&image_name=kb-pink.png&tag=release	https://github.com/kbaseapps/kb_ReadsUtilities	KBaseSets.ReadsSet	KBaseFile.SingleEndLibrary,KBaseFile.PairedEndLibrary	1	49	75.5	1h 52m
Read Processing	Randomly Subsample Reads	kb_ReadsUtilities	KButil_Random_Subsample_Reads	https://kbase.us/services/narrative_method_store/img?method_id=kb_ReadsUtilities/KButil_Random_Subsample_Reads&image_name=kb-pink.png&tag=release	https://github.com/kbaseapps/kb_ReadsUtilities	KBaseFile.SingleEndLibrary,KBaseFile.PairedEndLibrary	KBaseSets.ReadsSet	2	55	83.6	2h 8m
Read Processing	Split Reads	kb_ReadsUtilities	KButil_Split_Reads	https://kbase.us/services/narrative_method_store/img?method_id=kb_ReadsUtilities/KButil_Split_Reads&image_name=kb-pink.png&tag=release	https://github.com/kbaseapps/kb_ReadsUtilities	KBaseFile.SingleEndLibrary,KBaseFile.PairedEndLibrary	KBaseSets.ReadsSet	1	32	75.0	56m 19s
Read Processing	Translate ReadsLibs Qual Scores	kb_ReadsUtilities	KButil_Translate_ReadsLibs_QualScores	https://kbase.us/services/narrative_method_store/img?method_id=kb_ReadsUtilities/KButil_Translate_ReadsLibs_QualScores&image_name=kb-pink.png&tag=release	https://github.com/kbaseapps/kb_ReadsUtilities	KBaseSets.ReadsSet,KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary		1	9	88.9	1m 34s
Read Processing	Build ReadsSet	kb_SetUtilities	KButil_Build_ReadsSet	https://kbase.us/services/narrative_method_store/img?method_id=kb_SetUtilities/KButil_Build_ReadsSet&image_name=kb-pink.png&tag=release	https://github.com/kbaseapps/kb_SetUtilities	KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary	KBaseSets.ReadsSet	1	185	99.5	2m 24s
Read Processing	Merge Multiple ReadsSets into One ReadsSet	kb_SetUtilities	KButil_Merge_MultipleReadsSets_to_OneReadsSet	https://kbase.us/services/narrative_method_store/img?method_id=kb_SetUtilities/KButil_Merge_MultipleReadsSets_to_OneReadsSet&image_name=kb-pink.png&tag=release	https://github.com/kbaseapps/kb_SetUtilities	KBaseSets.ReadsSet	KBaseSets.ReadsSet	1	9	55.6	17.32s
Read Processing	Cutadapt	kb_cutadapt	remove_adapters	https://kbase.us/services/narrative_method_store/img?method_id=kb_cutadapt/remove_adapters&image_name=cutadapt-pink.png&tag=release	https://github.com/kbaseapps/kb_cutadapt	KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary,KBaseAssembly.PairedEndLibrary,KBaseAssembly.SingleEndLibrary,KBaseRNASeq.RNASeqSampleSet,KBaseSets.ReadsSet	KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary,KBaseAssembly.PairedEndLibrary,KBaseAssembly.SingleEndLibrary,KBaseRNASeq.RNASeqSampleSet,KBaseSets.ReadsSet	4	953	72.6	7m 29s
Read Processing	Compute Simple Read Library Stats with ea-utils	kb_ea_utils	fastq_stats	https://kbase.us/services/narrative_method_store/img?method_id=kb_ea_utils/fastq_stats&image_name=ea-utils-pink.png&tag=release	https://github.com/kbaseapps/kb_ea_utils	KBaseAssembly.SingleEndLibrary,KBaseAssembly.PairedEndLibrary,KBaseFile.SingleEndLibrary,KBaseFile.PairedEndLibrary			98	100	8m 43s
Read Processing	Join Overlapping Mate Pairs with ea-utils FASTQ-JOIN	kb_ea_utils	run_Fastq_Join	https://kbase.us/services/narrative_method_store/img?method_id=kb_ea_utils/run_Fastq_Join&image_name=ea-utils-pink.png&tag=release	https://github.com/kbaseapps/kb_ea_utils	KBaseFile.PairedEndLibrary,KBaseSets.ReadsSet	KBaseFile.SingleEndLibrary,KBaseSets.ReadsSet	3	83	83.1	15m 40s
Read Processing	Demultiplex with ea-utils FASTQ-MULTX	kb_ea_utils	run_Fastq_Multx	https://kbase.us/services/narrative_method_store/img?method_id=kb_ea_utils/run_Fastq_Multx&image_name=ea-utils-pink.png&tag=release	https://github.com/kbaseapps/kb_ea_utils	KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary,KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary	KBaseSets.ReadsSet	3	72	20.8	6m 31s
Read Processing	Assess Read Quality with FastQC	kb_fastqc	runFastQC	https://kbase.us/services/narrative_method_store/img?method_id=kb_fastqc/runFastQC&image_name=fastqc-pink.png&tag=release	https://github.com/kbaseapps/kb_fastqc	KBaseFile.PairedEndLibrary,KBaseAssembly.PairedEndLibrary,KBaseAssembly.SingleEndLibrary,KBaseFile.SingleEndLibrary,KBaseRNASeq.RNASeqSampleSet		36	5117	96.9	20m 58s
Read Processing	Trim Reads with Trimmomatic	kb_trimmomatic	run_trimmomatic	https://kbase.us/services/narrative_method_store/img?method_id=kb_trimmomatic/run_trimmomatic&image_name=trimmomatic-pink.png&tag=release	https://github.com/kbaseapps/kb_trimmomatic	KBaseRNASeq.RNASeqSampleSet,KBaseSets.ReadsSet,KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary,KBaseAssembly.PairedEndLibrary,KBaseAssembly.SingleEndLibrary	KBaseSets.ReadsSet,KBaseFile.PairedEndLibrary,KBaseFile.SingleEndLibrary	30	4854	86.4	24m 45s
Read Processing	Batch Import Assembly from Staging Area	kb_uploadmethods	batch_import_assembly_from_staging	https://kbase.us/services/narrative_method_store/img?method_id=kb_uploadmethods/batch_import_assembly_from_staging&image_name=data-blue.png&tag=release	https://github.com/kbaseapps/kb_uploadmethods	KBaseSets.AssemblySet		2	53	100	5h 10m
Read Processing	Import SRA File as Reads From Web	kb_uploadmethods	import_sra_as_reads_from_web	https://kbase.us/services/narrative_method_store/img?method_id=kb_uploadmethods/import_sra_as_reads_from_web&image_name=data-pink.png&tag=release	https://github.com/kbaseapps/kb_uploadmethods			4	536	49.4	1h 15m
Read Processing	Import Paired-End Reads from Web	kb_uploadmethods	load_paired_end_reads_from_URL	https://kbase.us/services/narrative_method_store/img?method_id=kb_uploadmethods/load_paired_end_reads_from_URL&image_name=data-pink.png&tag=release	https://github.com/kbaseapps/kb_uploadmethods			4	643	66.1	2h 8m
Read Processing	Import Single-End Reads from Web	kb_uploadmethods	load_single_end_reads_from_URL	https://kbase.us/services/narrative_method_store/img?method_id=kb_uploadmethods/load_single_end_reads_from_URL&image_name=data-pink.png&tag=release	https://github.com/kbaseapps/kb_uploadmethods			1	404	54.5	13m 37s
Genome Assembly	Create Feature Set/Filtered Expression Matrix From Differential Expression	FeatureSetUtils	upload_featureset_from_diff_expr	https://kbase.us/services/narrative_method_store/img?method_id=FeatureSetUtils/upload_featureset_from_diff_expr&image_name=data-yellow.png&tag=release	https://github.com/kbaseapps/FeatureSetUtils	KBaseSets.DifferentialExpressionMatrixSet,KBaseFeatureValues.ExpressionMatrix		1	952	88.4	4m 17s
Genome Assembly	Assemble Reads with MEGAHIT	MEGAHIT	run_megahit	https://kbase.us/services/narrative_method_store/img?method_id=MEGAHIT/run_megahit&image_name=megahit-blue.png&tag=release	https://github.com/kbaseapps/kb_megahit	KBaseAssembly.PairedEndLibrary,KBaseFile.PairedEndLibrary	KBaseGenomeAnnotations.Assembly	23	2171	84.6	4h 31m
Genome Assembly	Modify Bins in BinnedContigs	MetagenomeUtils	edit_bins_in_binned_contigs	https://kbase.us/services/narrative_method_store/img?method_id=MetagenomeUtils/edit_bins_in_binned_contigs&image_name=binutil-green.png&tag=release	https://github.com/kbaseapps/MetagenomeUtils	KBaseMetagenomes.BinnedContigs	KBaseMetagenomes.BinnedContigs	5	36	61.1	31.52s
Genome Assembly	Extract Bins as Assemblies from BinnedContigs	MetagenomeUtils	extract_bins_as_assemblies	https://kbase.us/services/narrative_method_store/img?method_id=MetagenomeUtils/extract_bins_as_assemblies&image_name=binutil-green.png&tag=release	https://github.com/kbaseapps/MetagenomeUtils	KBaseMetagenomes.BinnedContigs		10	1167	91.7	19m 13s
Genome Assembly	Import Excel File As BinnedContigs	MetagenomeUtils	import_excel_as_binned_contigs	https://kbase.us/services/narrative_method_store/img?method_id=MetagenomeUtils/import_excel_as_binned_contigs&image_name=binutil-green.png&tag=release	https://github.com/kbaseapps/MetagenomeUtils			1	30	50.0	26.51s
Genome Assembly	Velvet Assembler	Velvet	run_velvet	https://kbase.us/services/narrative_method_store/img?method_id=Velvet/run_velvet&image_name=velvet-blue.png&tag=release	https://github.com/kbaseapps/kb_Velvet/	KBaseAssembly.SingleEndLibrary,KBaseFile.SingleEndLibrary,KBaseAssembly.PairedEndLibrary,KBaseFile.PairedEndLibrary	KBaseGenomeAnnotations.Assembly	5	1020	93.3	35m 41s
Genome Assembly	Assemble with HipMer	hipmer	run_hipmer_hpc	https://kbase.us/services/narrative_method_store/img?method_id=hipmer/run_hipmer_hpc&image_name=hipmer-blue.png&tag=release	https://github.com/kbaseapps/kbase_hipmer	KBaseAssembly.SingleEndLibrary,KBaseFile.SingleEndLibrary,KBaseAssembly.PairedEndLibrary,KBaseFile.PairedEndLibrary	KBaseGenomes.ContigSet	1	176	22.7	2h 45m
Genome Assembly	Assemble with IDBA-UD	kb_IDBA	run_idba_ud	https://kbase.us/services/narrative_method_store/img?method_id=kb_IDBA/run_idba_ud&image_name=idba-ud.png&tag=release	https://github.com/kbaseapps/kb_IDBA	KBaseFile.PairedEndLibrary,KBaseAssembly.PairedEndLibrary	KBaseGenomeAnnotations.Assembly	9	859	73.8	8h 36m
Genome Assembly	Assess Genome Quality with CheckM	kb_Msuite	run_checkM_lineage_wf	https://kbase.us/services/narrative_method_store/img?method_id=kb_Msuite/run_checkM_lineage_wf&image_name=checkm-green.png&tag=release	https://github.com/kbaseapps/kb_Msuite	KBaseMetagenomes.BinnedContigs,KBaseGenomeAnnotations.Assembly,KBaseGenomes.ContigSet,KBaseSets.AssemblySet,KBaseGenomes.Genome,KBaseSearch.GenomeSet		25	13712	96.1	23m 3s
Genome Assembly	Assemble with SPAdes	kb_SPAdes	run_SPAdes	https://kbase.us/services/narrative_method_store/img?method_id=kb_SPAdes/run_SPAdes&image_name=spades.png&tag=release	https://github.com/kbaseapps/kb_SPAdes	KBaseFile.PairedEndLibrary,KBaseAssembly.PairedEndLibrary,KBaseFile.SingleEndLibrary,KBaseAssembly.SingleEndLibrary	KBaseGenomeAnnotations.Assembly	16	2906	83.7	1h 39m
